Seed,Name,Perfection,Shield Strength,Health,LS Tanks,SP Power,Drain,Sprint
32820,Released Filter,0.199,34%,,,16%,,
32821,Salvaged Energy Field,0.111,14%,,,19%,,
32822,Watery Heat Sink,0.005,,,7%,,,
32823,Glassy Turbine,0.332,30%,33%,,,12%,14%
32824,Aeronic Harmoniser,0.25,,33%,,,,
32825,Cursed Filter,0.053,,,,,10%,
32826,Glassy Stasis Tank,0.21,31%,,,,,
32827,Rescued Stabiliser,0,,,5%,,,
32828,Nanite-Marked Harmoniser,0.25,,33%,,,,
32829,Nanite-Marked Shield Tanks,0.031,,,,,,16%
32830,Rescued Stabiliser,0.35,,33%,,,19%,
32831,Extinguished Loom,0.048,,,25%,,,
32832,Rescued Harmoniser,0.483,27%,33%,,,17%,
32833,Forsaken Dampener,0.007,,,,3%,,
32834,Haunted Shield Tanks,0.163,,,73%,,,
32835,Anomalous Energy Field,0.24,34%,,,,,
32836,Writhing Filter,0.23,,,,69%,,
32837,Released Load Balancer,0.23,32%,,42%,,,
32838,Rescued Heat Sink,0.217,28%,,,,,24%
32839,Nanite-Marked Filter,0.137,,,62%,,,
32840,Aeronic Battery,0.005,,,7%,,,
32841,Anointed Load Balancer,0.163,,,73%,,,
32842,Anomalous Energy Field,0.049,,33%,,,7%,
32843,Nanite-Marked Capacitor,0.113,29%,,5%,12%,,
32844,Released Dynamo,0.117,,,,,,33%
32845,Aeronic Diffuser,0.445,28%,,102%,,,
32846,Rescued Turbine,0.148,19%,,,,10%,
32847,Crimson Regulator,0.17,27%,,,,,
32848,Forsaken Loom,0.06,16%,,,,,
32849,Relinquished Dynamo,0.88,34%,33%,93%,,24%,
32850,Aeronic Stabiliser,0.18,28%,,,,,
32851,Impossible Harvester,0.107,,,,,,31%
32852,Polymorphous Bulwark,0.036,,,9%,,,17%
32853,Watery Regulator,0.399,,,63%,46%,8%,
32854,Aeronic Heat Sink,0.239,,,62%,,8%,
32855,Impossible Exhaust,0.132,,,,,16%,
32856,Doomed Stabiliser,0.184,33%,,,14%,,
32857,Salvaged Loom,0.07,17%,,,,,
32858,Rescued Battery,0.401,,,107%,,,31%
32859,Salvaged Dampener,0.277,18%,,,21%,18%,16%
32860,Glassy Capacitor,0.453,33%,,,,,54%
32861,Rescued Heat Sink,0.01,,,,4%,,
32862,Released Stabiliser,0.25,,33%,,,,
32863,Forsaken Stabiliser,0.103,10%,33%,6%,,19%,
32864,Nanite-Marked Stasis Tank,0.041,,,,,,18%
32865,Doomed Capacitor,0.272,,33%,,25%,,30%
32866,Haunted Bulwark,0.01,,,,,,12%
32867,Extinguished Loom,0.384,32%,,,24%,21%,
32868,Watery Energy Field,0.204,34%,33%,15%,,,11%
32869,Rescued Bulwark,0.197,,,,,21%,
32870,Cursed Filter,0.046,,,24%,,,
32871,Haunted Bulwark,0.02,,33%,,3%,,
32872,Released Dampener,0.15,25%,,,,,
32873,Impossible Diffuser,0.185,,,15%,47%,,10%
32874,Watery Filter,0.168,,,75%,,,
32875,Extinguished Stasis Tank,0.297,33%,33%,,20%,,11%
32876,Watery Heat Sink,0.003,,,,2%,,
32877,Aeronic Harvester,0.209,,,,63%,,
32878,Cursed Shield Tanks,0.066,,,,,11%,
32879,Relinquished Stabiliser,0.01,,,,4%,,
32880,Anomalous Load Balancer,0.25,,33%,,,,
32881,Released Turbine,0.033,,33%,11%,,,
32882,Anointed Capacitor,0.353,,33%,,53%,,
32883,Relinquished Capacitor,0.105,,,,32%,,
32884,Doomed Battery,0.012,,,10%,,,
32885,Salvaged Regulator,0.057,,33%,11%,3%,,14%
32886,Extinguished Loom,0.25,,33%,,,,
32887,Anomalous Diffuser,0.44,20%,,,66%,,22%
32888,Polymorphous Bulwark,0.091,,,,28%,,
32889,Cursed Turbine,0.235,,,,,,56%
32890,Forsaken Exhaust,0.174,34%,33%,5%,11%,,
32891,Haunted Bulwark,0.041,,,22%,,,
32892,Anointed Stasis Tank,0.061,,,,,,22%
32893,Relinquished Loom,0.25,,33%,,,,
32894,Writhing Exhaust,0.25,,33%,,,,
32895,Anomalous Capacitor,0.238,28%,,,30%,,
32896,Haunted Stasis Tank,0.287,,,93%,,,10%
32897,Aeronic Stabiliser,0.01,11%,,,,,
32898,Released Load Balancer,0.373,34%,,20%,,10%,40%
32899,Salvaged Harmoniser,0.21,31%,,,,,
32900,Non-compliant Heat Sink,0.237,,,,,24%,
32901,Writhing Capacitor,0.107,,,,,,31%
32902,Writhing Turbine,0.107,,,,,,31%
32903,Cursed Harvester,0.027,,,,5%,7%,
32904,Doomed Load Balancer,0.007,,,,3%,,
32905,Watery Dampener,0.101,,,47%,,,
32906,Rescued Stabiliser,0.053,,,,,10%,
32907,Aeronic Stasis Tank,0.107,,,,,,31%
32908,Extinguished Harmoniser,0.043,,,23%,,,
32909,Impossible Stasis Tank,0.2,,,37%,40%,,
32910,Rescued Loom,0.088,,,,27%,,
32911,Impossible Dampener,0.01,,,9%,,,
32912,Polymorphous Harvester,0.18,28%,,,,,
32913,Salvaged Exhaust,0.026,,,,,8%,
32914,Forsaken Shield Tanks,0.081,,,,25%,,
32915,Watery Load Balancer,0.108,,,,33%,,
32916,Salvaged Bulwark,0.026,,,,,8%,
32917,Polymorphous Shield Tanks,0.692,33%,33%,101%,,,
32918,Anomalous Loom,0.06,,,30%,,,
32919,Anointed Dampener,0.145,,,,,17%,
32920,Extinguished Regulator,0.237,33%,33%,15%,,7%,
32921,Cursed Dampener,0.128,,,,,23%,10%
32922,Forsaken Dynamo,0.107,,,,,,31%
32923,Aeronic Capacitor,0.078,,33%,,2%,14%,11%
32924,Watery Dampener,0.277,33%,33%,20%,,8%,
32925,Salvaged Battery,0.25,,33%,,,,
32926,Crimson Harvester,0.22,32%,,,,,
32927,Cursed Load Balancer,0.068,,,,21%,,
32928,Doomed Stabiliser,0.132,,,5%,,,50%
32929,Impossible Exhaust,0.25,,33%,,,,
32930,Glassy Battery,0.216,15%,33%,5%,39%,,
32931,Haunted Shield Tanks,0.041,,,,13%,,
32932,Watery Diffuser,0.041,,,,13%,,
32933,Extinguished Diffuser,0.033,,,9%,,10%,
32934,Salvaged Dampener,0.25,,33%,,,,
32935,Nanite-Marked Turbine,0.029,,,17%,,,
32936,Forsaken Energy Field,0.079,,,,,12%,
32937,Released Filter,0.139,,,,27%,6%,
32938,Polymorphous Harvester,0.19,31%,33%,10%,,7%,
32939,Writhing Load Balancer,0.226,,,59%,,8%,
32940,Watery Stabiliser,0.206,,33%,,5%,22%,18%
32941,Doomed Dynamo,0.024,,,,8%,,
32942,Anointed Capacitor,0.01,,,9%,,,
32943,Rescued Bulwark,0.115,,,14%,15%,13%,
32944,Salvaged Heat Sink,0.23,33%,,,,,
32945,Salvaged Dynamo,0.003,,,,2%,,
32946,Released Filter,0.171,,,,,19%,
32947,Anointed Stasis Tank,0.25,,33%,,,,
32948,Nanite-Marked Loom,0.055,,,28%,,,
32949,Anomalous Stasis Tank,0.034,,,19%,,,
32950,Writhing Bulwark,0.25,,33%,,,,
32951,Aeronic Harvester,0.002,,,6%,,,
32952,Aeronic Energy Field,0.25,,33%,,,,
32953,Haunted Load Balancer,0.091,,,,28%,,
32954,Forsaken Load Balancer,0.378,13%,33%,,,,44%
32955,Impossible Regulator,0.25,,33%,,,,
32956,Released Exhaust,0.25,,33%,,,,
32957,Rescued Filter,0.024,,,15%,,,
32958,Polymorphous Energy Field,0.24,34%,,,,,
32959,Extinguished Regulator,0,,,,,,10%
32960,Non-compliant Diffuser,0.096,,33%,15%,6%,,16%
32961,Polymorphous Shield Tanks,0.25,,33%,,,,
32962,Doomed Energy Field,0.153,17%,33%,,,,
32963,Nanite-Marked Heat Sink,0.169,31%,,9%,11%,,17%
32964,Doomed Harvester,0.028,,,5%,11%,,
32965,Cursed Stasis Tank,0.197,,,,,21%,
32966,Salvaged Bulwark,0.02,,,10%,3%,,
32967,Polymorphous Capacitor,0.048,,,25%,,,
32968,Non-compliant Turbine,0.204,,,,,,50%
32969,Glassy Stabiliser,0.439,34%,33%,11%,59%,,
32970,Anomalous Energy Field,0.153,31%,33%,7%,,,13%
32971,Non-compliant Diffuser,0.301,,33%,59%,,,17%
32972,Salvaged Bulwark,0.152,24%,33%,,,,10%
32973,Impossible Shield Tanks,0.216,,,,65%,,
32974,Glassy Load Balancer,0.25,,,,,25%,
32975,Cursed Turbine,0.25,,33%,,,,
32976,Relinquished Dynamo,0.11,21%,,,,,
32977,Watery Shield Tanks,0.01,,,,,,12%
32978,Glassy Turbine,0.158,24%,,,,6%,
32979,Haunted Diffuser,0.02,12%,,,,,
32980,Impossible Battery,0.217,,,17%,66%,,
32981,Polymorphous Stabiliser,0,,,,,6%,
32982,Impossible Heat Sink,0.063,,33%,6%,14%,,
32983,Polymorphous Stabiliser,0.278,,33%,12%,,8%,48%
32984,Glassy Filter,0.026,,,,,8%,
32985,Glassy Harmoniser,0.053,,,,,10%,
32986,Cursed Capacitor,0,,,5%,,,
32987,Rescued Harmoniser,0.084,,,,26%,,
32988,Glassy Loom,0.164,,33%,10%,34%,,
32989,Haunted Bulwark,0.03,,,,10%,,
32990,Polymorphous Dynamo,0.037,,,,12%,,
32991,Anointed Turbine,0.24,34%,,,,,
32992,Anomalous Filter,0.18,28%,,,,,
32993,Non-compliant Battery,0.105,,,,,14%,
32994,Impossible Heat Sink,0.237,34%,33%,19%,,,13%
32995,Impossible Diffuser,0.25,,33%,,,,
32996,Rescued Diffuser,0.106,,,49%,,,
32997,Haunted Stasis Tank,0.115,,,,35%,,
32998,Watery Heat Sink,0.24,34%,,,,,
32999,Forsaken Diffuser,0.017,,,,6%,,
33000,Impossible Harmoniser,0.309,28%,33%,,,9%,17%
33001,Impossible Loom,0.007,,,,3%,,
33002,Anointed Load Balancer,0.25,,33%,,,,
33003,Nanite-Marked Exhaust,0,,,5%,,,
33004,Nanite-Marked Stabiliser,0.039,,,,,9%,
33005,Glassy Shield Tanks,0.101,,,,31%,,
33006,Glassy Turbine,0.116,27%,,,,,10%
33007,Anointed Bulwark,0,,,,,6%,
33008,Nanite-Marked Harmoniser,0.481,34%,33%,,,,
33009,Polymorphous Shield Tanks,0.071,,,,,,24%
33010,Cursed Turbine,0.096,,33%,9%,19%,,
33011,Haunted Energy Field,0.134,21%,,,8%,9%,
33012,Relinquished Regulator,0.348,22%,,,43%,7%,
33013,Salvaged Diffuser,0.107,,,,9%,17%,11%
33014,Polymorphous Capacitor,0.159,33%,33%,8%,,,
33015,Salvaged Stabiliser,0.154,26%,,,,6%,13%
33016,Crimson Dynamo,0.144,,,12%,45%,,
33017,Crimson Regulator,0.082,,,10%,25%,,
33018,Anointed Harmoniser,0.23,33%,,,,,
33019,Relinquished Exhaust,0.67,34%,33%,,,,52%
33020,Writhing Harvester,0.13,23%,,,,,
33021,Anointed Diffuser,0.25,,33%,,,,
33022,Forsaken Dynamo,0.267,17%,33%,,,14%,
33023,Extinguished Battery,0.124,,,,,6%,27%
33024,Polymorphous Energy Field,0.079,,,,,12%,
33025,Extinguished Harvester,0.046,,,,,,19%
33026,Salvaged Regulator,0.195,32%,,13%,,7%,17%
33027,Aeronic Dynamo,0.214,,,94%,,,
33028,Glassy Battery,0.132,,33%,,12%,7%,16%
33029,Impossible Capacitor,0.25,,33%,,,,
33030,Relinquished Energy Field,0.25,,33%,,,,
33031,Watery Shield Tanks,0.14,,,48%,8%,,
33032,Salvaged Energy Field,0.199,,,,,,49%
33033,Anointed Battery,0.25,,33%,,,,
33034,Haunted Load Balancer,0.366,34%,,,,,40%
33035,Anomalous Heat Sink,0.25,,33%,,,,
33036,Polymorphous Exhaust,0.24,34%,,,,,
33037,Glassy Heat Sink,0,,,,,,10%
33038,Aeronic Dynamo,0.212,26%,33%,,,,14%
33039,Anomalous Loom,0.144,,,65%,,,
33040,Haunted Harmoniser,0.027,,,,9%,,
33041,Impossible Energy Field,0.257,34%,33%,31%,2%,,
33042,Doomed Heat Sink,0.092,,,,,,28%
33043,Anointed Stabiliser,0.262,,33%,59%,,,
33044,Watery Regulator,0.253,34%,,6%,,19%,21%
33045,Polymorphous Shield Tanks,0.103,,,48%,,,
33046,Haunted Load Balancer,0.13,23%,,,,,
33047,Rescued Capacitor,0.273,25%,,,,15%,
33048,Doomed Harmoniser,0.064,,,,20%,,
33049,Crimson Diffuser,0.32,33%,33%,,,6%,16%
33050,Non-compliant Generator,0.15,,33%,13%,2%,,34%
33051,Cursed Generator,0.147,,,66%,,,
33052,Relinquished Capacitor,0.16,,33%,,,,25%
33053,Crimson Loom,0.149,,33%,,,11%,
33054,Extinguished Bulwark,0.145,,,,44%,,
33055,Aeronic Loom,0.112,,,,,,32%
33056,Haunted Harvester,0.23,31%,33%,16%,,7%,
33057,Forsaken Harvester,0.014,,,,5%,,
33058,Relinquished Stabiliser,0,,,5%,,,
33059,Rescued Bulwark,0.153,,,,,,40%
33060,Non-compliant Harmoniser,0.026,,,,,8%,
33061,Nanite-Marked Capacitor,0.101,,,,31%,,
33062,Haunted Stasis Tank,0.25,,33%,,,,
33063,Forsaken Harmoniser,0.132,,,,,16%,
33064,Impossible Capacitor,0.189,,,,57%,,
33065,Extinguished Capacitor,0.128,33%,,,3%,,
33066,Aeronic Shield Tanks,0.007,,,,3%,,
33067,Non-compliant Energy Field,0.088,,,,27%,,
33068,Cursed Dynamo,0.11,,,10%,35%,,
33069,Doomed Load Balancer,0.197,,,,,21%,
33070,Cursed Shield Tanks,0.25,,33%,,,,
33071,Haunted Harmoniser,0.038,,,,,11%,10%
33072,Non-compliant Heat Sink,0.26,32%,,,,7%,
33073,Anointed Turbine,0.007,,,8%,,,
33074,Writhing Filter,0.013,,,,,7%,
33075,Cursed Generator,0.1,,,5%,14%,,27%
33076,Anomalous Filter,0,,,,,6%,
33077,Doomed Capacitor,0.048,,,25%,,,
33078,Watery Turbine,0.253,34%,33%,,,,10%
33079,Released Exhaust,0.176,,,,53%,,
33080,Writhing Exhaust,0.219,,,,,,53%
33081,Impossible Generator,0.182,34%,,,3%,6%,14%
33082,Extinguished Exhaust,0.372,,,91%,,,38%
33083,Haunted Heat Sink,0.23,33%,,,,,
33084,Anointed Loom,0,,,5%,,,
33085,Watery Loom,0.25,,33%,,,,
33086,Crimson Stasis Tank,0.182,,,,55%,,
33087,Aeronic Generator,0,,,,,6%,
33088,Glassy Harmoniser,0.423,31%,33%,,,,
33089,Impossible Generator,0.159,,,71%,,,
33090,Rescued Harvester,0,,,,,6%,
33091,Relinquished Dampener,0.508,34%,,,51%,12%,
33092,Writhing Regulator,0.077,,,,,,25%
33093,Cursed Load Balancer,0.153,,33%,,23%,,
33094,Doomed Capacitor,0.006,,,5%,3%,,
33095,Writhing Exhaust,0.255,21%,,,23%,13%,
33096,Aeronic Exhaust,0.19,34%,,14%,,7%,13%
33097,Nanite-Marked Load Balancer,0.076,,,,10%,11%,
33098,Nanite-Marked Harvester,0.031,,,,,,16%
33099,Polymorphous Energy Field,0.066,,,,,11%,
33100,Relinquished Harmoniser,0.21,,33%,,,,30%
33101,Nanite-Marked Shield Tanks,0.23,33%,,,,,
33102,Nanite-Marked Turbine,0.21,31%,,,,,
33103,Anomalous Capacitor,0.002,,,6%,,,
33104,Glassy Dynamo,0,,,,,,10%
33105,Relinquished Regulator,0.24,,33%,,,,33%
33106,Crimson Diffuser,0.074,,33%,,,8%,
33107,Salvaged Harvester,0.139,,,,42%,,
33108,Extinguished Filter,0.25,,33%,,,,
33109,Nanite-Marked Bulwark,0.145,,,,,17%,
33110,Cursed Loom,0.186,,33%,21%,,12%,19%
33111,Glassy Regulator,0.162,,,,49%,,
33112,Crimson Diffuser,0.413,,33%,86%,,,13%
33113,Cursed Dynamo,0.152,,,,46%,,
33114,Anomalous Turbine,0.039,,,,,9%,
33115,Crimson Filter,0.071,,,,,,24%
33116,Relinquished Diffuser,0.237,33%,33%,,10%,,12%
33117,Aeronic Dynamo,0.074,,,,23%,,
33118,Polymorphous Capacitor,0.059,,,7%,,18%,
33119,Writhing Turbine,0.179,,,,,,45%
33120,Glassy Stabiliser,0.146,31%,,12%,5%,6%,
33121,Doomed Exhaust,0.069,,33%,,8%,6%,12%
33122,Extinguished Loom,0.14,,,,,11%,24%
33123,Anomalous Turbine,0.038,,33%,12%,,,
33124,Salvaged Harmoniser,0.23,33%,,,,,
33125,Non-compliant Regulator,0.012,,,10%,,,
33126,Anointed Stabiliser,0.264,34%,,33%,,6%,
33127,Writhing Filter,0.262,,,5%,56%,,34%
33128,Forsaken Capacitor,0.012,,,10%,,,
33129,Aeronic Regulator,0.053,,,,,10%,
33130,Writhing Generator,0.317,,,48%,23%,24%,
33131,Impossible Generator,0.25,,33%,,,,
33132,Non-compliant Harmoniser,0.042,,33%,,6%,6%,10%
33133,Rescued Battery,0.227,31%,33%,22%,,,
33134,Nanite-Marked Stabiliser,0.25,,33%,,,,
33135,Writhing Harvester,0.005,,,,,,11%
33136,Anomalous Exhaust,0.127,,33%,,8%,14%,12%
33137,Non-compliant Dampener,0.014,,,,5%,,
33138,Forsaken Dynamo,0.209,,,,63%,,
33139,Non-compliant Heat Sink,0.17,,,44%,,,23%
33140,Cursed Shield Tanks,0.904,30%,33%,104%,,,52%
33141,Non-compliant Capacitor,0.005,,,,,,11%
33142,Glassy Shield Tanks,0.218,34%,33%,11%,,7%,
33143,Rescued Filter,0.01,,,,,,12%
33144,Watery Turbine,0.372,34%,33%,,8%,,33%
33145,Relinquished Loom,0,,,,,6%,
33146,Forsaken Energy Field,0.18,28%,,,,,
33147,Released Dynamo,0.369,,33%,33%,26%,,40%
33148,Extinguished Battery,0.03,13%,,,,,
33149,Nanite-Marked Regulator,0.199,,,,43%,,17%
33150,Rescued Battery,0.003,,,,2%,,
33151,Rescued Bulwark,0.25,,33%,,,,
33152,Haunted Harmoniser,0.091,,,43%,,,
33153,Cursed Shield Tanks,0.162,,,5%,34%,,26%
33154,Anomalous Harmoniser,0.288,,,,53%,8%,
33155,Forsaken Loom,0.204,,,90%,,,
33156,Doomed Turbine,0.315,27%,33%,,,7%,
33157,Forsaken Filter,0.068,,,,21%,,
33158,Anointed Turbine,0.25,,33%,,,,
33159,Released Dampener,0.224,,33%,,,14%,
33160,Polymorphous Shield Tanks,0.303,,,68%,46%,,
33161,Writhing Filter,0.066,,,,,11%,
33162,Salvaged Bulwark,0.11,,,,,10%,21%
33163,Forsaken Energy Field,0.25,,,,,,59%
33164,Impossible Dampener,0.499,34%,33%,,24%,,36%
33165,Glassy Load Balancer,0.007,,,8%,,,
33166,Aeronic Capacitor,0.159,32%,,13%,,7%,10%
33167,Glassy Capacitor,0.027,,,,9%,,
33168,Aeronic Loom,0.205,31%,,,11%,8%,11%
33169,Non-compliant Dynamo,0.333,27%,,,50%,,
33170,Impossible Loom,0.143,,,,,,38%
33171,Forsaken Battery,0.15,25%,,,,,
33172,Impossible Capacitor,0.24,34%,,,,,
33173,Rescued Shield Tanks,0.245,,,49%,,22%,
33174,Anomalous Stasis Tank,0.036,,,14%,,6%,
33175,Polymorphous Loom,0.191,31%,,20%,6%,7%,
33176,Non-compliant Exhaust,0.278,25%,,,,25%,10%
33177,Non-compliant Load Balancer,0.141,,,20%,,,38%
33178,Rescued Generator,0.199,,,,,,49%
33179,Relinquished Capacitor,0.07,17%,,,,,
33180,Salvaged Diffuser,0.029,,,17%,,,
33181,Polymorphous Stabiliser,0.247,,,,74%,,
33182,Watery Heat Sink,0.183,,,81%,,,
33183,Impossible Turbine,0.1,20%,,,,,
33184,Aeronic Battery,0.17,27%,,,,,
33185,Relinquished Filter,0.075,,,36%,,,
33186,Anomalous Shield Tanks,0.2,30%,,,,,
33187,Rescued Battery,0.137,,,62%,,,
33188,Glassy Dynamo,0.036,,,,,,17%
33189,Doomed Battery,0.25,,33%,,,,
33190,Haunted Heat Sink,0.034,,33%,10%,,,11%
33191,Anointed Stabiliser,0.24,34%,,,,,
33192,Aeronic Load Balancer,0.331,33%,33%,38%,,,
33193,Writhing Loom,0.057,,,7%,11%,9%,
33194,Nanite-Marked Generator,0.061,14%,,,,,15%
33195,Cursed Exhaust,0.002,,,6%,,,
33196,Extinguished Heat Sink,0.12,,,55%,,,
33197,Salvaged Battery,0.25,,33%,,,,
33198,Crimson Energy Field,0.158,,33%,,6%,,30%
33199,Non-compliant Harmoniser,0.04,,33%,9%,3%,7%,
33200,Cursed Stabiliser,0.278,,33%,,37%,,19%
33201,Forsaken Turbine,0.25,,33%,,,,
33202,Anomalous Loom,0.027,,,,9%,,
33203,Anomalous Turbine,0.23,,,,69%,,
33204,Cursed Load Balancer,0.079,,,,,12%,
33205,Cursed Bulwark,0.293,28%,,18%,,,48%
33206,Salvaged Filter,0.218,34%,33%,14%,11%,,
33207,Polymorphous Dampener,0.49,,33%,107%,,,
33208,Polymorphous Filter,0.118,,,,,15%,
33209,Extinguished Dampener,0.08,,33%,,,,17%
33210,Nanite-Marked Harmoniser,0.007,,,8%,,,
33211,Released Dynamo,0.25,,33%,,,,
33212,Rescued Generator,0.22,32%,,,,,
33213,Crimson Generator,0.25,,33%,,,,
33214,Crimson Heat Sink,0.117,32%,,5%,10%,,
33215,Cursed Regulator,0.036,,,14%,,6%,
33216,Anomalous Load Balancer,0.34,34%,,,,12%,
33217,Cursed Energy Field,0.23,,,,,,55%
33218,Cursed Harvester,0.175,,,39%,,15%,
33219,Anomalous Battery,0.092,,,,,13%,
33220,Aeronic Heat Sink,0.014,,,,5%,,
33221,Haunted Energy Field,0.019,,,13%,,,
33222,Anomalous Battery,0.184,,,,,20%,
33223,Salvaged Generator,0.315,34%,,62%,,,
33224,Glassy Dynamo,0.079,,,,,12%,
33225,Glassy Loom,0.25,,33%,,,,
33226,Watery Diffuser,0.029,11%,33%,8%,,,
33227,Salvaged Diffuser,0.233,,33%,,35%,,
33228,Salvaged Harmoniser,0,,,,,6%,
33229,Writhing Heat Sink,0.07,,,24%,7%,,
33230,Cursed Stabiliser,0.07,,,34%,,,
33231,Anointed Heat Sink,0.011,,33%,,,6%,10%
33232,Cursed Turbine,0.155,33%,,9%,8%,6%,
33233,Cursed Capacitor,0.25,,33%,,,,
33234,Cursed Turbine,0.017,12%,33%,5%,,,
33235,Impossible Filter,0.238,34%,33%,13%,,8%,
33236,Extinguished Dynamo,0.349,25%,,57%,,8%,
33237,Impossible Harvester,0.005,,,7%,,,
33238,Nanite-Marked Filter,0.12,29%,33%,6%,,,10%
33239,Nanite-Marked Exhaust,0.078,,,,24%,,
33240,Writhing Bulwark,0,,,,,,10%
33241,Polymorphous Loom,0.283,19%,,,,,43%
33242,Doomed Dynamo,0.398,32%,33%,,,7%,
33243,Anointed Shield Tanks,0.069,,,10%,11%,6%,12%
33244,Forsaken Generator,0.18,28%,,,,,
33245,Watery Loom,0.191,,,,36%,,22%
33246,Salvaged Harmoniser,0.229,,33%,52%,,,
33247,Writhing Shield Tanks,0.192,,,85%,,,
33248,Doomed Heat Sink,0.11,,33%,17%,8%,,15%
33249,Cursed Heat Sink,0.211,31%,,,,,20%
33250,Doomed Generator,0.238,30%,,,,7%,
33251,Glassy Battery,0.068,,,,21%,,
33252,Crimson Filter,0.135,,,61%,,,
33253,Extinguished Regulator,0.133,,,,,,36%
33254,Salvaged Load Balancer,0.175,,,,2%,,52%
33255,Forsaken Stasis Tank,0.009,,33%,6%,,,
33256,Doomed Loom,0.127,,,58%,,,
33257,Haunted Generator,0.411,25%,,,51%,6%,
33258,Polymorphous Diffuser,0.076,,33%,,9%,6%,12%
33259,Impossible Energy Field,0.25,,33%,,,,
33260,Crimson Loom,0.177,,,,29%,11%,
33261,Glassy Turbine,0.214,,,,,,52%
33262,Haunted Stasis Tank,0.14,24%,,,,,
33263,Doomed Generator,0.257,32%,33%,,,7%,10%
33264,Haunted Load Balancer,0.002,,,6%,,,
33265,Anointed Exhaust,0.25,,33%,,,,
33266,Anointed Capacitor,0.348,22%,,,,21%,26%
33267,Non-compliant Bulwark,0.21,31%,,,,,
33268,Cursed Loom,0.149,28%,,,2%,,20%
33269,Relinquished Generator,0.147,18%,,,22%,,
33270,Anomalous Filter,0.191,,,46%,,12%,
33271,Nanite-Marked Capacitor,0.043,18%,,8%,,,
33272,Non-compliant Harmoniser,0.003,,,,2%,,
33273,Anointed Energy Field,0.153,,,,,,40%
33274,Nanite-Marked Regulator,0.024,,,15%,,,
33275,Doomed Regulator,0.087,,,,,,27%
33276,Writhing Shield Tanks,0.358,,,80%,,19%,
33277,Anointed Bulwark,0.122,,,,,,34%
33278,Polymorphous Loom,0.06,16%,,,,,
33279,Non-compliant Dynamo,0.037,,,,12%,,
33280,Anomalous Diffuser,0.082,,,39%,,,
33281,Polymorphous Generator,0.05,15%,,,,,
33282,Forsaken Dampener,0.224,31%,33%,,9%,,13%
33283,Impossible Diffuser,0.005,,,,,,11%
33284,Crimson Dampener,0.135,,,,41%,,
33285,Anointed Loom,0.195,,,86%,,,
33286,Haunted Harmoniser,0.056,18%,,,4%,,
33287,Forsaken Exhaust,0.132,,,,40%,,
33288,Nanite-Marked Shield Tanks,0,,,,,6%,10%
33289,Forsaken Load Balancer,0.211,,,,,22%,
33290,Crimson Stabiliser,0.253,25%,,37%,,,23%
33291,Glassy Bulwark,0.155,,33%,,,19%,10%
33292,Glassy Dynamo,0.039,,,,,9%,
33293,Anomalous Load Balancer,0.107,,,,,,31%
33294,Watery Bulwark,0.25,,33%,,,,
33295,Cursed Generator,0.079,,,,,12%,
33296,Anointed Heat Sink,0.06,,33%,,9%,,
33297,Anomalous Dampener,0,,,,,,10%
33298,Polymorphous Dynamo,0.081,21%,,5%,,,18%
33299,Relinquished Bulwark,0.039,,,,,9%,
33300,Watery Stasis Tank,0.22,32%,,,,,
33301,Anointed Bulwark,0.159,,,71%,,,
33302,Doomed Dampener,0.165,31%,,13%,7%,,16%
33303,Relinquished Loom,0,,,,,,10%
33304,Anomalous Load Balancer,0.25,,33%,,,,
33305,Salvaged Stabiliser,0.135,,,61%,,,
33306,Salvaged Harmoniser,0.026,,,,,,15%
33307,Forsaken Diffuser,0.192,34%,,16%,12%,,12%
33308,Salvaged Stabiliser,0.005,,33%,5%,,,
33309,Extinguished Regulator,0.189,33%,33%,16%,4%,,
33310,Anointed Capacitor,0,,,5%,,6%,
33311,Released Loom,0.024,,33%,,3%,6%,
33312,Released Stasis Tank,0.024,,,15%,,,
33313,Crimson Shield Tanks,0.49,,33%,,,,58%
33314,Haunted Filter,0.46,32%,,73%,,7%,
33315,Anointed Dynamo,0.166,,,,50%,,
33316,Polymorphous Turbine,0.209,,,59%,,,20%
33317,Doomed Generator,0.051,,,,,,20%
33318,Writhing Dampener,0.158,,,,,18%,
33319,Nanite-Marked Turbine,0.447,,,,,18%,59%
33320,Anointed Harvester,0.25,,,,,25%,
33321,Impossible Shield Tanks,0.199,,,51%,,6%,10%
33322,Cursed Energy Field,0.026,,,,,8%,
33323,Anomalous Regulator,0.25,,33%,,,,
33324,Anomalous Dampener,0.066,,,,,11%,
33325,Released Load Balancer,0.33,20%,33%,,34%,,
33326,Doomed Diffuser,0.053,,,13%,,11%,
33327,Glassy Harvester,0.035,,33%,6%,,8%,12%
33328,Rescued Stasis Tank,0.18,28%,,,,,
33329,Aeronic Harvester,0.12,17%,,5%,,22%,
33330,Extinguished Stabiliser,0.069,,,12%,7%,7%,13%
33331,Extinguished Turbine,0.06,16%,,,,,
33332,Anointed Exhaust,0.24,34%,,,,,
33333,Anomalous Bulwark,0.24,34%,,,,,
33334,Forsaken Harvester,0.061,,,,19%,,
33335,Relinquished Load Balancer,0.145,31%,,15%,5%,,11%
33336,Released Harvester,0.237,33%,33%,20%,,,13%
33337,Anomalous Dynamo,0.481,34%,33%,,,,
33338,Cursed Loom,0.322,,33%,44%,,19%,
