sep=,
Seed,Name,Perfection,Ship_Launcher_TakeOffCost,Ship_Launcher_AutoCharge
6170,Impossible Lobes,1.0,-20%,Enabled
6171,Conscious Membrane,1.0,-20%,Enabled
6172,Impossible Membrane,1.0,-20%,Enabled
6173,Celestial Brain Node,1.0,-20%,Enabled
6174,Impossible Tendril,1.0,-20%,Enabled
6175,Conscious Membrane,1.0,-20%,Enabled
6176,Impossible Bio-Anomaly,1.0,-20%,Enabled
6177,Conscious Lobes,1.0,-20%,Enabled
6178,Timeless Brain Node,1.0,-20%,Enabled
6179,Timeless Bio-Anomaly,1.0,-20%,Enabled
6180,Conscious Bio-Anomaly,1.0,-20%,Enabled
6181,Celestial Jelly,1.0,-20%,Enabled
6182,Imagined Clusters,1.0,-20%,Enabled
6183,Celestial Clusters,1.0,-20%,Enabled
6184,Timeless Nodules,1.0,-20%,Enabled
6185,Timeless Bio-Anomaly,1.0,-20%,Enabled
6186,Impossible Lobes,1.0,-20%,Enabled
6187,Conscious Nodules,1.0,-20%,Enabled
6188,Conscious Brain Node,1.0,-20%,Enabled
6189,Impossible Bio-Anomaly,1.0,-20%,Enabled
6190,Celestial Tendril,1.0,-20%,Enabled
6191,Timeless Bio-Anomaly,1.0,-20%,Enabled
6192,Celestial Jelly,1.0,-20%,Enabled
6193,Timeless Tendril,1.0,-20%,Enabled
6194,Timeless Tendril,1.0,-20%,Enabled
6195,Imagined Membrane,1.0,-20%,Enabled
6196,Timeless Bio-Anomaly,1.0,-20%,Enabled
6197,Celestial Tendril,1.0,-20%,Enabled
6198,Imagined Coils,1.0,-20%,Enabled
6199,Timeless Tendril,1.0,-20%,Enabled
6200,Conscious Membrane,1.0,-20%,Enabled
6201,Impossible Membrane,1.0,-20%,Enabled
6202,Impossible Membrane,1.0,-20%,Enabled
6203,Conscious Coils,1.0,-20%,Enabled
6204,Imagined Clusters,1.0,-20%,Enabled
6205,Impossible Bio-Anomaly,1.0,-20%,Enabled
6206,Impossible Clusters,1.0,-20%,Enabled
6207,Timeless Coils,1.0,-20%,Enabled
6208,Imagined Tendril,1.0,-20%,Enabled
6209,Timeless Lobes,1.0,-20%,Enabled
6210,Impossible Tendril,1.0,-20%,Enabled
6211,Impossible Coils,1.0,-20%,Enabled
6212,Impossible Brain Node,1.0,-20%,Enabled
6213,Imagined Clusters,1.0,-20%,Enabled
6214,Celestial Brain Node,1.0,-20%,Enabled
6215,Conscious Brain Node,1.0,-20%,Enabled
6216,Timeless Tendril,1.0,-20%,Enabled
6217,Celestial Bio-Anomaly,1.0,-20%,Enabled
6218,Imagined Coils,1.0,-20%,Enabled
6219,Impossible Brain Node,1.0,-20%,Enabled
6220,Celestial Tendril,1.0,-20%,Enabled
6221,Imagined Membrane,1.0,-20%,Enabled
6222,Timeless Coils,1.0,-20%,Enabled
6223,Conscious Jelly,1.0,-20%,Enabled
6224,Imagined Brain Node,1.0,-20%,Enabled
6225,Timeless Bio-Anomaly,1.0,-20%,Enabled
6226,Conscious Bio-Anomaly,1.0,-20%,Enabled
6227,Celestial Membrane,1.0,-20%,Enabled
6228,Imagined Jelly,1.0,-20%,Enabled
6229,Impossible Lobes,1.0,-20%,Enabled
6230,Timeless Tendril,1.0,-20%,Enabled
6231,Timeless Bio-Anomaly,1.0,-20%,Enabled
6232,Imagined Jelly,1.0,-20%,Enabled
6233,Impossible Jelly,1.0,-20%,Enabled
6234,Conscious Coils,1.0,-20%,Enabled
6235,Timeless Clusters,1.0,-20%,Enabled
6236,Celestial Jelly,1.0,-20%,Enabled
6237,Celestial Brain Node,1.0,-20%,Enabled
6238,Imagined Nodules,1.0,-20%,Enabled
6239,Celestial Lobes,1.0,-20%,Enabled
6240,Imagined Membrane,1.0,-20%,Enabled
6241,Timeless Membrane,1.0,-20%,Enabled
6242,Impossible Membrane,1.0,-20%,Enabled
6243,Conscious Membrane,1.0,-20%,Enabled
6244,Conscious Brain Node,1.0,-20%,Enabled
6245,Impossible Membrane,1.0,-20%,Enabled
6246,Impossible Jelly,1.0,-20%,Enabled
6247,Conscious Bio-Anomaly,1.0,-20%,Enabled
6248,Conscious Nodules,1.0,-20%,Enabled
6249,Impossible Clusters,1.0,-20%,Enabled
6250,Celestial Brain Node,1.0,-20%,Enabled
6251,Imagined Lobes,1.0,-20%,Enabled
6252,Imagined Brain Node,1.0,-20%,Enabled
6253,Imagined Brain Node,1.0,-20%,Enabled
6254,Timeless Brain Node,1.0,-20%,Enabled
6255,Imagined Membrane,1.0,-20%,Enabled
6256,Conscious Tendril,1.0,-20%,Enabled
6257,Conscious Clusters,1.0,-20%,Enabled
6258,Timeless Brain Node,1.0,-20%,Enabled
6259,Imagined Membrane,1.0,-20%,Enabled
6260,Imagined Membrane,1.0,-20%,Enabled
6261,Conscious Membrane,1.0,-20%,Enabled
6262,Imagined Nodules,1.0,-20%,Enabled
6263,Celestial Jelly,1.0,-20%,Enabled
6264,Imagined Clusters,1.0,-20%,Enabled
6265,Celestial Coils,1.0,-20%,Enabled
6266,Celestial Brain Node,1.0,-20%,Enabled
6267,Imagined Jelly,1.0,-20%,Enabled
6268,Timeless Tendril,1.0,-20%,Enabled
6269,Impossible Clusters,1.0,-20%,Enabled
6270,Conscious Lobes,1.0,-20%,Enabled
6271,Celestial Jelly,1.0,-20%,Enabled
6272,Celestial Brain Node,1.0,-20%,Enabled
6273,Imagined Lobes,1.0,-20%,Enabled
6274,Timeless Brain Node,1.0,-20%,Enabled
6275,Imagined Coils,1.0,-20%,Enabled
6276,Timeless Bio-Anomaly,1.0,-20%,Enabled
6277,Impossible Clusters,1.0,-20%,Enabled
6278,Timeless Clusters,1.0,-20%,Enabled
6279,Imagined Brain Node,1.0,-20%,Enabled
6280,Impossible Nodules,1.0,-20%,Enabled
6281,Celestial Brain Node,1.0,-20%,Enabled
6282,Impossible Clusters,1.0,-20%,Enabled
6283,Imagined Coils,1.0,-20%,Enabled
6284,Conscious Nodules,1.0,-20%,Enabled
6285,Conscious Lobes,1.0,-20%,Enabled
6286,Conscious Coils,1.0,-20%,Enabled
6287,Impossible Coils,1.0,-20%,Enabled
6288,Imagined Tendril,1.0,-20%,Enabled
6289,Conscious Lobes,1.0,-20%,Enabled
6290,Timeless Brain Node,1.0,-20%,Enabled
6291,Conscious Brain Node,1.0,-20%,Enabled
6292,Timeless Tendril,1.0,-20%,Enabled
6293,Conscious Tendril,1.0,-20%,Enabled
6294,Impossible Clusters,1.0,-20%,Enabled
6295,Impossible Jelly,1.0,-20%,Enabled
6296,Impossible Lobes,1.0,-20%,Enabled
6297,Celestial Brain Node,1.0,-20%,Enabled
6298,Impossible Coils,1.0,-20%,Enabled
6299,Imagined Membrane,1.0,-20%,Enabled
6300,Impossible Clusters,1.0,-20%,Enabled
6301,Imagined Clusters,1.0,-20%,Enabled
6302,Celestial Jelly,1.0,-20%,Enabled
6303,Impossible Tendril,1.0,-20%,Enabled
6304,Celestial Coils,1.0,-20%,Enabled
6305,Timeless Coils,1.0,-20%,Enabled
6306,Timeless Brain Node,1.0,-20%,Enabled
6307,Timeless Brain Node,1.0,-20%,Enabled
6308,Timeless Coils,1.0,-20%,Enabled
6309,Imagined Brain Node,1.0,-20%,Enabled
6310,Impossible Brain Node,1.0,-20%,Enabled
6311,Conscious Coils,1.0,-20%,Enabled
6312,Celestial Coils,1.0,-20%,Enabled
6313,Conscious Brain Node,1.0,-20%,Enabled
6314,Impossible Coils,1.0,-20%,Enabled
6315,Impossible Nodules,1.0,-20%,Enabled
6316,Imagined Brain Node,1.0,-20%,Enabled
6317,Timeless Coils,1.0,-20%,Enabled
6318,Celestial Coils,1.0,-20%,Enabled
6319,Impossible Jelly,1.0,-20%,Enabled
6320,Celestial Brain Node,1.0,-20%,Enabled
6321,Timeless Lobes,1.0,-20%,Enabled
6322,Impossible Brain Node,1.0,-20%,Enabled
6323,Impossible Jelly,1.0,-20%,Enabled
6324,Celestial Bio-Anomaly,1.0,-20%,Enabled
6325,Impossible Coils,1.0,-20%,Enabled
6326,Impossible Membrane,1.0,-20%,Enabled
6327,Impossible Coils,1.0,-20%,Enabled
6328,Conscious Nodules,1.0,-20%,Enabled
6329,Impossible Tendril,1.0,-20%,Enabled
6330,Conscious Clusters,1.0,-20%,Enabled
6331,Celestial Coils,1.0,-20%,Enabled
6332,Impossible Brain Node,1.0,-20%,Enabled
6333,Conscious Tendril,1.0,-20%,Enabled
6334,Impossible Tendril,1.0,-20%,Enabled
6335,Timeless Brain Node,1.0,-20%,Enabled
6336,Impossible Brain Node,1.0,-20%,Enabled
6337,Conscious Brain Node,1.0,-20%,Enabled
6338,Conscious Coils,1.0,-20%,Enabled
6339,Imagined Jelly,1.0,-20%,Enabled
6340,Impossible Brain Node,1.0,-20%,Enabled
6341,Impossible Nodules,1.0,-20%,Enabled
6342,Imagined Jelly,1.0,-20%,Enabled
6343,Conscious Clusters,1.0,-20%,Enabled
6344,Conscious Lobes,1.0,-20%,Enabled
6345,Conscious Tendril,1.0,-20%,Enabled
6346,Conscious Nodules,1.0,-20%,Enabled
6347,Imagined Bio-Anomaly,1.0,-20%,Enabled
6348,Imagined Bio-Anomaly,1.0,-20%,Enabled
6349,Imagined Brain Node,1.0,-20%,Enabled
6350,Timeless Nodules,1.0,-20%,Enabled
6351,Celestial Coils,1.0,-20%,Enabled
6352,Impossible Coils,1.0,-20%,Enabled
6353,Conscious Coils,1.0,-20%,Enabled
6354,Imagined Jelly,1.0,-20%,Enabled
6355,Timeless Jelly,1.0,-20%,Enabled
6356,Imagined Nodules,1.0,-20%,Enabled
6357,Imagined Clusters,1.0,-20%,Enabled
6358,Timeless Bio-Anomaly,1.0,-20%,Enabled
6359,Celestial Tendril,1.0,-20%,Enabled
6360,Timeless Jelly,1.0,-20%,Enabled
6361,Celestial Brain Node,1.0,-20%,Enabled
6362,Imagined Nodules,1.0,-20%,Enabled
6363,Imagined Coils,1.0,-20%,Enabled
6364,Impossible Coils,1.0,-20%,Enabled
6365,Imagined Tendril,1.0,-20%,Enabled
6366,Celestial Clusters,1.0,-20%,Enabled
6367,Imagined Bio-Anomaly,1.0,-20%,Enabled
6368,Imagined Coils,1.0,-20%,Enabled
6369,Celestial Coils,1.0,-20%,Enabled
6370,Conscious Lobes,1.0,-20%,Enabled
6371,Conscious Lobes,1.0,-20%,Enabled
6372,Celestial Clusters,1.0,-20%,Enabled
6373,Impossible Jelly,1.0,-20%,Enabled
6374,Celestial Coils,1.0,-20%,Enabled
6375,Conscious Nodules,1.0,-20%,Enabled
6376,Celestial Brain Node,1.0,-20%,Enabled
6377,Impossible Coils,1.0,-20%,Enabled
6378,Conscious Membrane,1.0,-20%,Enabled
6379,Conscious Lobes,1.0,-20%,Enabled
6380,Conscious Lobes,1.0,-20%,Enabled
6381,Celestial Brain Node,1.0,-20%,Enabled
6382,Timeless Nodules,1.0,-20%,Enabled
6383,Celestial Brain Node,1.0,-20%,Enabled
6384,Conscious Bio-Anomaly,1.0,-20%,Enabled
6385,Imagined Nodules,1.0,-20%,Enabled
6386,Celestial Clusters,1.0,-20%,Enabled
6387,Imagined Brain Node,1.0,-20%,Enabled
6388,Celestial Lobes,1.0,-20%,Enabled
6389,Imagined Jelly,1.0,-20%,Enabled
6390,Imagined Nodules,1.0,-20%,Enabled
6391,Imagined Clusters,1.0,-20%,Enabled
6392,Celestial Bio-Anomaly,1.0,-20%,Enabled
6393,Impossible Clusters,1.0,-20%,Enabled
6394,Timeless Tendril,1.0,-20%,Enabled
6395,Impossible Bio-Anomaly,1.0,-20%,Enabled
6396,Impossible Coils,1.0,-20%,Enabled
6397,Timeless Bio-Anomaly,1.0,-20%,Enabled
6398,Impossible Tendril,1.0,-20%,Enabled
6399,Imagined Membrane,1.0,-20%,Enabled
6400,Timeless Lobes,1.0,-20%,Enabled
6401,Conscious Brain Node,1.0,-20%,Enabled
6402,Conscious Clusters,1.0,-20%,Enabled
6403,Celestial Jelly,1.0,-20%,Enabled
6404,Celestial Lobes,1.0,-20%,Enabled
6405,Imagined Bio-Anomaly,1.0,-20%,Enabled
6406,Imagined Clusters,1.0,-20%,Enabled
6407,Imagined Brain Node,1.0,-20%,Enabled
6408,Celestial Brain Node,1.0,-20%,Enabled
6409,Imagined Brain Node,1.0,-20%,Enabled
6410,Celestial Lobes,1.0,-20%,Enabled
6411,Celestial Jelly,1.0,-20%,Enabled
6412,Impossible Brain Node,1.0,-20%,Enabled
6413,Celestial Tendril,1.0,-20%,Enabled
6414,Celestial Brain Node,1.0,-20%,Enabled
6415,Celestial Brain Node,1.0,-20%,Enabled
6416,Imagined Nodules,1.0,-20%,Enabled
6417,Imagined Bio-Anomaly,1.0,-20%,Enabled
6418,Celestial Jelly,1.0,-20%,Enabled
6419,Imagined Bio-Anomaly,1.0,-20%,Enabled
6420,Conscious Clusters,1.0,-20%,Enabled
6421,Impossible Jelly,1.0,-20%,Enabled
6422,Timeless Jelly,1.0,-20%,Enabled
6423,Celestial Lobes,1.0,-20%,Enabled
6424,Timeless Nodules,1.0,-20%,Enabled
6425,Timeless Brain Node,1.0,-20%,Enabled
6426,Celestial Jelly,1.0,-20%,Enabled
6427,Imagined Clusters,1.0,-20%,Enabled
6428,Impossible Membrane,1.0,-20%,Enabled
6429,Timeless Bio-Anomaly,1.0,-20%,Enabled
6430,Timeless Clusters,1.0,-20%,Enabled
6431,Impossible Jelly,1.0,-20%,Enabled
6432,Celestial Membrane,1.0,-20%,Enabled
6433,Imagined Jelly,1.0,-20%,Enabled
6434,Timeless Membrane,1.0,-20%,Enabled
6435,Impossible Membrane,1.0,-20%,Enabled
6436,Timeless Lobes,1.0,-20%,Enabled
6437,Celestial Clusters,1.0,-20%,Enabled
6438,Conscious Lobes,1.0,-20%,Enabled
6439,Impossible Brain Node,1.0,-20%,Enabled
6440,Celestial Clusters,1.0,-20%,Enabled
6441,Timeless Bio-Anomaly,1.0,-20%,Enabled
6442,Celestial Jelly,1.0,-20%,Enabled
6443,Celestial Lobes,1.0,-20%,Enabled
6444,Timeless Brain Node,1.0,-20%,Enabled
6445,Timeless Brain Node,1.0,-20%,Enabled
6446,Celestial Nodules,1.0,-20%,Enabled
6447,Imagined Clusters,1.0,-20%,Enabled
6448,Conscious Membrane,1.0,-20%,Enabled
6449,Timeless Jelly,1.0,-20%,Enabled
6450,Celestial Clusters,1.0,-20%,Enabled
6451,Timeless Clusters,1.0,-20%,Enabled
6452,Timeless Tendril,1.0,-20%,Enabled
6453,Imagined Membrane,1.0,-20%,Enabled
6454,Conscious Nodules,1.0,-20%,Enabled
6455,Celestial Coils,1.0,-20%,Enabled
6456,Impossible Brain Node,1.0,-20%,Enabled
6457,Impossible Nodules,1.0,-20%,Enabled
6458,Celestial Brain Node,1.0,-20%,Enabled
6459,Timeless Brain Node,1.0,-20%,Enabled
6460,Conscious Tendril,1.0,-20%,Enabled
6461,Conscious Clusters,1.0,-20%,Enabled
6462,Imagined Tendril,1.0,-20%,Enabled
6463,Imagined Tendril,1.0,-20%,Enabled
6464,Timeless Tendril,1.0,-20%,Enabled
6465,Impossible Brain Node,1.0,-20%,Enabled
6466,Imagined Brain Node,1.0,-20%,Enabled
6467,Impossible Brain Node,1.0,-20%,Enabled
6468,Timeless Nodules,1.0,-20%,Enabled
6469,Imagined Nodules,1.0,-20%,Enabled
6470,Conscious Tendril,1.0,-20%,Enabled
6471,Impossible Brain Node,1.0,-20%,Enabled
6472,Impossible Clusters,1.0,-20%,Enabled
6473,Celestial Lobes,1.0,-20%,Enabled
6474,Imagined Nodules,1.0,-20%,Enabled
6475,Conscious Membrane,1.0,-20%,Enabled
6476,Impossible Membrane,1.0,-20%,Enabled
6477,Imagined Clusters,1.0,-20%,Enabled
6478,Conscious Clusters,1.0,-20%,Enabled
6479,Conscious Bio-Anomaly,1.0,-20%,Enabled
6480,Timeless Brain Node,1.0,-20%,Enabled
6481,Celestial Brain Node,1.0,-20%,Enabled
6482,Celestial Bio-Anomaly,1.0,-20%,Enabled
6483,Celestial Lobes,1.0,-20%,Enabled
6484,Timeless Coils,1.0,-20%,Enabled
6485,Conscious Jelly,1.0,-20%,Enabled
6486,Celestial Tendril,1.0,-20%,Enabled
6487,Timeless Nodules,1.0,-20%,Enabled
6488,Timeless Membrane,1.0,-20%,Enabled
6489,Imagined Bio-Anomaly,1.0,-20%,Enabled
6490,Imagined Membrane,1.0,-20%,Enabled
6491,Timeless Lobes,1.0,-20%,Enabled
6492,Impossible Jelly,1.0,-20%,Enabled
6493,Impossible Membrane,1.0,-20%,Enabled
6494,Timeless Tendril,1.0,-20%,Enabled
6495,Conscious Bio-Anomaly,1.0,-20%,Enabled
6496,Impossible Jelly,1.0,-20%,Enabled
6497,Celestial Tendril,1.0,-20%,Enabled
6498,Celestial Tendril,1.0,-20%,Enabled
6499,Imagined Membrane,1.0,-20%,Enabled
6500,Celestial Brain Node,1.0,-20%,Enabled
6501,Imagined Brain Node,1.0,-20%,Enabled
6502,Celestial Membrane,1.0,-20%,Enabled
6503,Timeless Brain Node,1.0,-20%,Enabled
6504,Impossible Bio-Anomaly,1.0,-20%,Enabled
6505,Celestial Clusters,1.0,-20%,Enabled
6506,Conscious Clusters,1.0,-20%,Enabled
6507,Celestial Tendril,1.0,-20%,Enabled
6508,Impossible Bio-Anomaly,1.0,-20%,Enabled
6509,Conscious Tendril,1.0,-20%,Enabled
6510,Timeless Lobes,1.0,-20%,Enabled
6511,Impossible Jelly,1.0,-20%,Enabled
6512,Conscious Jelly,1.0,-20%,Enabled
6513,Imagined Brain Node,1.0,-20%,Enabled
6514,Impossible Jelly,1.0,-20%,Enabled
6515,Timeless Nodules,1.0,-20%,Enabled
6516,Impossible Coils,1.0,-20%,Enabled
6517,Conscious Brain Node,1.0,-20%,Enabled
6518,Conscious Membrane,1.0,-20%,Enabled
6519,Celestial Bio-Anomaly,1.0,-20%,Enabled
6520,Imagined Bio-Anomaly,1.0,-20%,Enabled
6521,Imagined Coils,1.0,-20%,Enabled
6522,Impossible Tendril,1.0,-20%,Enabled
6523,Timeless Tendril,1.0,-20%,Enabled
6524,Impossible Jelly,1.0,-20%,Enabled
6525,Celestial Nodules,1.0,-20%,Enabled
6526,Timeless Membrane,1.0,-20%,Enabled
6527,Conscious Brain Node,1.0,-20%,Enabled
6528,Imagined Coils,1.0,-20%,Enabled
6529,Timeless Bio-Anomaly,1.0,-20%,Enabled
6530,Celestial Lobes,1.0,-20%,Enabled
6531,Conscious Nodules,1.0,-20%,Enabled
6532,Impossible Bio-Anomaly,1.0,-20%,Enabled
6533,Imagined Membrane,1.0,-20%,Enabled
6534,Imagined Coils,1.0,-20%,Enabled
6535,Conscious Lobes,1.0,-20%,Enabled
6536,Celestial Tendril,1.0,-20%,Enabled
6537,Impossible Bio-Anomaly,1.0,-20%,Enabled
6538,Celestial Jelly,1.0,-20%,Enabled
6539,Timeless Brain Node,1.0,-20%,Enabled
6540,Timeless Nodules,1.0,-20%,Enabled
6541,Celestial Coils,1.0,-20%,Enabled
6542,Imagined Lobes,1.0,-20%,Enabled
6543,Impossible Nodules,1.0,-20%,Enabled
6544,Timeless Brain Node,1.0,-20%,Enabled
6545,Conscious Membrane,1.0,-20%,Enabled
6546,Celestial Nodules,1.0,-20%,Enabled
6547,Imagined Nodules,1.0,-20%,Enabled
6548,Celestial Membrane,1.0,-20%,Enabled
6549,Celestial Clusters,1.0,-20%,Enabled
6550,Impossible Nodules,1.0,-20%,Enabled
6551,Imagined Clusters,1.0,-20%,Enabled
6552,Celestial Nodules,1.0,-20%,Enabled
6553,Timeless Nodules,1.0,-20%,Enabled
6554,Impossible Brain Node,1.0,-20%,Enabled
6555,Timeless Lobes,1.0,-20%,Enabled
6556,Conscious Nodules,1.0,-20%,Enabled
6557,Conscious Brain Node,1.0,-20%,Enabled
6558,Timeless Tendril,1.0,-20%,Enabled
6559,Imagined Membrane,1.0,-20%,Enabled
6560,Timeless Brain Node,1.0,-20%,Enabled
6561,Imagined Brain Node,1.0,-20%,Enabled
6562,Impossible Nodules,1.0,-20%,Enabled
6563,Conscious Brain Node,1.0,-20%,Enabled
6564,Impossible Clusters,1.0,-20%,Enabled
6565,Timeless Tendril,1.0,-20%,Enabled
6566,Celestial Brain Node,1.0,-20%,Enabled
6567,Imagined Nodules,1.0,-20%,Enabled
6568,Timeless Bio-Anomaly,1.0,-20%,Enabled
6569,Celestial Brain Node,1.0,-20%,Enabled
6570,Imagined Membrane,1.0,-20%,Enabled
6571,Conscious Lobes,1.0,-20%,Enabled
6572,Timeless Nodules,1.0,-20%,Enabled
6573,Timeless Jelly,1.0,-20%,Enabled
6574,Timeless Brain Node,1.0,-20%,Enabled
6575,Imagined Membrane,1.0,-20%,Enabled
6576,Timeless Jelly,1.0,-20%,Enabled
6577,Timeless Tendril,1.0,-20%,Enabled
6578,Impossible Clusters,1.0,-20%,Enabled
6579,Conscious Brain Node,1.0,-20%,Enabled
6580,Impossible Tendril,1.0,-20%,Enabled
6581,Timeless Brain Node,1.0,-20%,Enabled
6582,Impossible Brain Node,1.0,-20%,Enabled
6583,Imagined Lobes,1.0,-20%,Enabled
6584,Celestial Clusters,1.0,-20%,Enabled
6585,Celestial Coils,1.0,-20%,Enabled
6586,Celestial Bio-Anomaly,1.0,-20%,Enabled
6587,Impossible Brain Node,1.0,-20%,Enabled
6588,Celestial Nodules,1.0,-20%,Enabled
6589,Conscious Tendril,1.0,-20%,Enabled
6590,Timeless Brain Node,1.0,-20%,Enabled
6591,Celestial Bio-Anomaly,1.0,-20%,Enabled
6592,Conscious Bio-Anomaly,1.0,-20%,Enabled
6593,Timeless Bio-Anomaly,1.0,-20%,Enabled
6594,Celestial Clusters,1.0,-20%,Enabled
6595,Conscious Coils,1.0,-20%,Enabled
6596,Imagined Coils,1.0,-20%,Enabled
6597,Celestial Coils,1.0,-20%,Enabled
6598,Imagined Lobes,1.0,-20%,Enabled
6599,Impossible Clusters,1.0,-20%,Enabled
6600,Imagined Clusters,1.0,-20%,Enabled
6601,Conscious Nodules,1.0,-20%,Enabled
6602,Conscious Clusters,1.0,-20%,Enabled
6603,Conscious Jelly,1.0,-20%,Enabled
6604,Conscious Jelly,1.0,-20%,Enabled
6605,Conscious Brain Node,1.0,-20%,Enabled
6606,Conscious Jelly,1.0,-20%,Enabled
6607,Timeless Tendril,1.0,-20%,Enabled
6608,Celestial Lobes,1.0,-20%,Enabled
6609,Timeless Bio-Anomaly,1.0,-20%,Enabled
6610,Timeless Brain Node,1.0,-20%,Enabled
6611,Imagined Bio-Anomaly,1.0,-20%,Enabled
6612,Impossible Nodules,1.0,-20%,Enabled
6613,Imagined Brain Node,1.0,-20%,Enabled
6614,Timeless Brain Node,1.0,-20%,Enabled
6615,Timeless Clusters,1.0,-20%,Enabled
6616,Imagined Brain Node,1.0,-20%,Enabled
6617,Timeless Coils,1.0,-20%,Enabled
6618,Imagined Nodules,1.0,-20%,Enabled
6619,Timeless Clusters,1.0,-20%,Enabled
6620,Imagined Brain Node,1.0,-20%,Enabled
6621,Celestial Jelly,1.0,-20%,Enabled
6622,Timeless Coils,1.0,-20%,Enabled
6623,Impossible Brain Node,1.0,-20%,Enabled
6624,Impossible Jelly,1.0,-20%,Enabled
6625,Conscious Clusters,1.0,-20%,Enabled
6626,Conscious Lobes,1.0,-20%,Enabled
6627,Conscious Clusters,1.0,-20%,Enabled
6628,Timeless Brain Node,1.0,-20%,Enabled
6629,Conscious Brain Node,1.0,-20%,Enabled
6630,Celestial Bio-Anomaly,1.0,-20%,Enabled
6631,Timeless Jelly,1.0,-20%,Enabled
6632,Celestial Bio-Anomaly,1.0,-20%,Enabled
6633,Conscious Coils,1.0,-20%,Enabled
6634,Imagined Brain Node,1.0,-20%,Enabled
6635,Celestial Bio-Anomaly,1.0,-20%,Enabled
6636,Timeless Membrane,1.0,-20%,Enabled
6637,Imagined Jelly,1.0,-20%,Enabled
6638,Conscious Brain Node,1.0,-20%,Enabled
6639,Timeless Tendril,1.0,-20%,Enabled
6640,Timeless Bio-Anomaly,1.0,-20%,Enabled
6641,Impossible Bio-Anomaly,1.0,-20%,Enabled
6642,Impossible Lobes,1.0,-20%,Enabled
6643,Timeless Membrane,1.0,-20%,Enabled
6644,Conscious Brain Node,1.0,-20%,Enabled
6645,Conscious Jelly,1.0,-20%,Enabled
6646,Celestial Brain Node,1.0,-20%,Enabled
6647,Celestial Bio-Anomaly,1.0,-20%,Enabled
6648,Impossible Brain Node,1.0,-20%,Enabled
6649,Conscious Coils,1.0,-20%,Enabled
6650,Impossible Brain Node,1.0,-20%,Enabled
6651,Celestial Jelly,1.0,-20%,Enabled
6652,Conscious Brain Node,1.0,-20%,Enabled
6653,Imagined Coils,1.0,-20%,Enabled
6654,Celestial Brain Node,1.0,-20%,Enabled
6655,Imagined Membrane,1.0,-20%,Enabled
6656,Celestial Brain Node,1.0,-20%,Enabled
6657,Conscious Tendril,1.0,-20%,Enabled
6658,Conscious Brain Node,1.0,-20%,Enabled
6659,Celestial Jelly,1.0,-20%,Enabled
6660,Timeless Brain Node,1.0,-20%,Enabled
6661,Conscious Jelly,1.0,-20%,Enabled
6662,Conscious Lobes,1.0,-20%,Enabled
6663,Conscious Coils,1.0,-20%,Enabled
6664,Imagined Tendril,1.0,-20%,Enabled
6665,Timeless Coils,1.0,-20%,Enabled
6666,Timeless Brain Node,1.0,-20%,Enabled
6667,Imagined Membrane,1.0,-20%,Enabled
6668,Celestial Bio-Anomaly,1.0,-20%,Enabled
6669,Impossible Jelly,1.0,-20%,Enabled
6670,Imagined Brain Node,1.0,-20%,Enabled
6671,Celestial Clusters,1.0,-20%,Enabled
6672,Imagined Coils,1.0,-20%,Enabled
6673,Impossible Brain Node,1.0,-20%,Enabled
6674,Conscious Membrane,1.0,-20%,Enabled
6675,Impossible Lobes,1.0,-20%,Enabled
6676,Impossible Brain Node,1.0,-20%,Enabled
6677,Conscious Nodules,1.0,-20%,Enabled
6678,Imagined Jelly,1.0,-20%,Enabled
6679,Impossible Brain Node,1.0,-20%,Enabled
6680,Timeless Brain Node,1.0,-20%,Enabled
6681,Imagined Jelly,1.0,-20%,Enabled
6682,Imagined Jelly,1.0,-20%,Enabled
6683,Celestial Coils,1.0,-20%,Enabled
6684,Conscious Brain Node,1.0,-20%,Enabled
6685,Impossible Brain Node,1.0,-20%,Enabled
6686,Impossible Nodules,1.0,-20%,Enabled
6687,Impossible Brain Node,1.0,-20%,Enabled
6688,Imagined Tendril,1.0,-20%,Enabled
6689,Conscious Coils,1.0,-20%,Enabled
6690,Timeless Coils,1.0,-20%,Enabled
6691,Imagined Coils,1.0,-20%,Enabled
6692,Timeless Brain Node,1.0,-20%,Enabled
6693,Timeless Clusters,1.0,-20%,Enabled
6694,Imagined Coils,1.0,-20%,Enabled
6695,Conscious Membrane,1.0,-20%,Enabled
6696,Impossible Jelly,1.0,-20%,Enabled
6697,Imagined Membrane,1.0,-20%,Enabled
6698,Timeless Clusters,1.0,-20%,Enabled
6699,Impossible Brain Node,1.0,-20%,Enabled
6700,Impossible Lobes,1.0,-20%,Enabled
6701,Conscious Brain Node,1.0,-20%,Enabled
6702,Impossible Nodules,1.0,-20%,Enabled
6703,Conscious Brain Node,1.0,-20%,Enabled
6704,Imagined Brain Node,1.0,-20%,Enabled
6705,Conscious Jelly,1.0,-20%,Enabled
6706,Imagined Brain Node,1.0,-20%,Enabled
6707,Imagined Bio-Anomaly,1.0,-20%,Enabled
6708,Celestial Tendril,1.0,-20%,Enabled
6709,Imagined Tendril,1.0,-20%,Enabled
6710,Imagined Clusters,1.0,-20%,Enabled
6711,Impossible Bio-Anomaly,1.0,-20%,Enabled
6712,Conscious Clusters,1.0,-20%,Enabled
6713,Imagined Lobes,1.0,-20%,Enabled
