sep=,
Seed,Name,Perfection,Product_Age,Product_Basevalue
7648,Greasy Board,0.20309,1025,652166
7649,Experimental Accelerometer,0.87664,1982,2433656
7650,Pitted Actuator,0.03283,467,201833
7651,Intact Torquer,0.64903,2718,1831628
7652,Water-stained Sprockets,0.029,347,191707
7653,Buzzing Plug,0.07545,359,314562
7654,Pitted Pistons,0.04744,463,240469
7655,Blackened Heat Pipes,0.2011,922,646903
7656,Repurposed Reservoir,0.30925,820,932949
7657,Corroded Pinion,0.0467,487,238516
7658,Experimental Accelerometer,0.87635,2002,2432881
7659,Fused Bearing,0.04174,456,225396
7660,Rusty Belting,0.30519,1047,922204
7661,Intact Torquer,0.57132,2310,1626098
7662,Sparking Plating,0.02056,282,169370
7663,Oily Radiator,0.07457,268,312219
7664,Water-stained Radiator,0.05817,415,268856
7665,Damaged Belting,0.29773,709,902479
7666,Oily Valves,0.01577,388,156702
7667,Oily Valves,0.24163,946,754090
7668,Weathered Pinion,0.01643,258,158467
7669,Tarnished Belt,0.26798,1076,823791
7670,Crusty Actuator,0.05235,397,253465
7671,Bent Heat Pipes,0.0451,475,234298
7672,Bent Sprockets,0.03861,232,217118
7673,Unusual Actuator,0.13925,1016,483312
7674,Repurposed Pump,0.06498,209,286877
7675,Fused Crank,0.26278,869,810025
7676,Weathered Sprockets,0.0304,333,195416
7677,Oily Plug,0.02331,464,176642
7678,Fused Pinion,0.05407,358,258011
7679,Chewed Pistons,0.01891,405,165028
7680,Humming Inlet,0.02599,288,183748
7681,Dirty Pump,0.0561,317,263379
7682,Fused Storage Unit,0.20931,1093,668601
7683,Rusty Crank,0.0667,419,291429
7684,Fused Circuits,0.0411,241,223696
7685,Experimental Accelerometer,0.75991,1584,2124913
7686,Pitted Thruster,0.06898,339,297460
7687,Odd Plating,0.04427,405,232084
7688,Buzzing Casing,0.26741,1030,822270
7689,Experimental Processor,0.90966,2857,2520973
7690,Damaged Storage Unit,0.32365,850,971030
7691,Unusual Plug,0.01934,349,166156
7692,Fused Display,0.29532,689,896088
7693,Pitted Casing,0.15849,689,534206
7694,Water-stained Reservoir,0.02538,235,182120
7695,Extraordinary Gyroscope,0.81414,2140,2268333
7696,Intricate Torquer,0.81881,1904,2280690
7697,Damaged Cog,0.18723,728,610217
7698,Pitted Actuator,0.02804,371,189170
7699,Rusty Radiator,0.06487,473,286565
7700,Humming Cog,0.06907,321,297693
7701,Odd Gear,0.05507,237,260656
7702,Crusty Gear,0.21773,795,690874
7703,Rusty Bearing,0.04151,436,224779
7704,Humming Chip,0.01513,485,155022
7705,Humming Compressor,0.0584,208,269456
7706,Dirty Booster,0.05714,267,266135
7707,Fused Storage Unit,0.22532,620,710944
7708,Extraordinary Pneumatics,0.85505,2550,2376546
7709,Bent Pistons,0.03857,205,217010
7710,Repurposed Actuator,0.29762,948,902181
7711,Extraordinary Accelerometer,0.53119,1974,1519948
7712,Odd Compressor,0.08447,392,338423
7713,Water-stained Casing,0.03677,354,212255
7714,Experimental Accelerometer,0.75852,2325,2121238
7715,Humming Reservoir,0.25015,677,776620
7716,Intricate Torquer,0.55279,2137,1577087
7717,Unusual Inlet,0.13146,979,462699
7718,Rusty Heat Pipes,0.00413,362,125915
7719,Experimental Regulator,0.76281,2013,2132581
7720,Bent Circuits,0.28359,777,865082
7721,Experimental Accelerometer,0.74256,2429,2079012
7722,Dirty Inlet,0.2949,650,894981
7723,Rusty Plating,0.07251,311,306772
7724,Repurposed Seal,0.03366,417,204033
7725,Tarnished Sprockets,0.07379,351,310160
7726,Pitted Connector,0.01172,385,146010
7727,Repurposed Bearing,0.05216,392,252963
7728,Dirty Cylinders,0.04478,477,233428
7729,Fused Radiator,0.05804,321,268505
7730,Water-stained Inlet,0.07729,453,319420
7731,Weathered Bearing,0.06401,319,284304
7732,Rusty Crank,0.13191,756,463880
7733,Oily Heat Pipes,0.00423,437,126194
7734,Oily Display,0.00364,285,124616
7735,Water-stained Connector,0.18431,926,602479
7736,Chewed Cylinders,0.01577,487,156701
7737,High-tech Pneumatics,0.67156,2266,1891235
7738,Humming Pump,0.22077,647,698917
7739,Tarnished Display,0.30257,695,915283
7740,Intact Pneumatics,0.45573,2419,1320373
7741,Damaged Belting,0.0365,214,211541
7742,Intact Gyroscope,0.4791,2773,1382181
7743,Damaged Crank,0.01588,252,157008
7744,Bent Heat Pipes,0.05848,273,269683
7745,Dirty Reservoir,0.0416,473,225033
7746,Weathered Radiator,0.06164,497,278040
7747,Pitted Cylinders,0.06726,397,292905
7748,Tarnished Pump,0.06807,453,295045
7749,Dirty Connector,0.03607,280,210391
7750,Blackened Display,0.18819,1046,612754
7751,Blackened Pistons,0.05792,236,268182
7752,Repurposed Pistons,0.30034,1081,909379
7753,Greasy Reservoir,0.30609,639,924596
7754,Fused Display,0.06908,294,297723
7755,Humming Pinion,0.07384,201,310302
7756,Humming Display,0.31337,988,943851
7757,Water-stained Cylinders,0.06889,240,297210
7758,Bent Pinion,0.08091,405,328997
7759,Fused Bearing,0.01068,320,143239
7760,Repurposed Chip,0.14056,936,486772
7761,Pitted Display,0.06958,325,299037
7762,Well-preserved Regulator,0.73916,2249,2070021
7763,Extraordinary Processor,0.44897,2605,1302491
7764,Buzzing Actuator,0.06133,413,277216
7765,Corroded Pistons,0.05545,390,261674
7766,Dirty Belting,0.03747,393,214112
7767,Chewed Storage Unit,0.27805,848,850411
7768,Buzzing Compressor,0.19255,867,624283
7769,Tarnished Actuator,0.1567,640,529472
7770,Chewed Inlet,0.02204,324,173283
7771,Pitted Tank,0.02118,367,171019
7772,Greasy Plug,0.19696,1056,635950
7773,Tarnished Seal,0.28165,770,859948
7774,Weathered Casing,0.22164,745,701226
7775,High-tech Processor,0.65169,1820,1838661
7776,Chewed Inlet,0.07841,234,322396
7777,Fused Plating,0.07316,311,308508
7778,Unusual Circuits,0.08461,301,338795
7779,Well-preserved Torquer,0.86006,2962,2389805
7780,Weathered Storage Unit,0.0477,477,241174
7781,Advanced Gyroscope,0.47061,1521,1359725
7782,Greasy Pistons,0.00666,489,132616
7783,Blackened Valves,0.23741,969,742921
7784,Weathered Belting,0.32086,786,963643
7785,Humming Tank,0.01198,438,146677
7786,Rusty Gear,0.2528,898,783646
7787,Oily Display,0.01966,402,167007
7788,Bent Board,0.17643,642,581644
7789,Fused Thruster,0.06547,267,288173
7790,Weathered Reservoir,0.03292,294,202073
7791,Bent Cog,0.2035,609,653241
7792,Corroded Casing,0.15068,851,513548
7793,Experimental Processor,0.92066,1767,2550079
7794,Unusual Compressor,0.14211,933,490880
7795,Blackened Seal,0.22565,924,711828
7796,Unusual Board,0.05784,229,267989
7797,Repurposed Bearing,0.13394,967,469269
7798,Humming Pistons,0.05149,262,251193
7799,Dirty Chip,0.00082,440,117167
7800,Buzzing Storage Unit,0.04089,268,223146
7801,Sparking Storage Unit,0.05188,344,252206
7802,Damaged Storage Unit,0.04848,207,243213
7803,Intact Hydraulics,0.43855,2920,1274934
7804,Corroded Seal,0.28996,960,881912
7805,Weathered Radiator,0.30762,987,928623
7806,Weathered Radiator,0.05577,253,262505
7807,Pitted Ballute,0.00805,399,136287
7808,Bent Belting,0.02181,487,172674
7809,Sparking Belt,0.07115,456,303182
7810,Weathered Booster,0.07518,211,313855
7811,Bent Crank,0.03514,235,207952
7812,Fused Storage Unit,0.06283,451,281186
7813,Humming Chip,0.23149,1004,727272
7814,Damaged Storage Unit,0.23481,823,736059
7815,Rusty Crank,0.08527,273,340544
7816,Dirty Plug,0.22936,1069,721648
7817,Oily Booster,0.07531,432,314180
7818,Unusual Gear,0.20702,1002,662559
7819,Bent Heat Pipes,0.03126,489,197682
7820,Crusty Pump,0.06559,351,288469
7821,Buzzing Actuator,0.04111,214,223723
7822,Repurposed Crank,0.0254,257,182170
7823,Extraordinary Gyroscope,0.48204,2879,1389964
7824,Unusual Board,0.046,248,236674
7825,Corroded Ballute,0.14897,623,509007
7826,Dirty Tank,0.17077,957,566662
7827,Blackened Chip,0.20665,616,661584
7828,Repurposed Sensor,0.20633,979,660717
7829,Chewed Gear,0.15624,705,528246
7830,Sparking Thruster,0.05795,332,268281
7831,Rusty Booster,0.04865,284,243675
7832,Fused Crank,0.01324,471,150011
7833,Well-preserved Regulator,0.7105,1882,1994219
7834,Advanced Torquer,0.98149,2038,2710980
7835,Chewed Storage Unit,0.00533,423,129100
7836,Pitted Connector,0.25149,707,780180
7837,Chewed Actuator,0.06239,302,280013
7838,Water-stained Chip,0.19677,694,635439
7839,Blackened Radiator,0.0865,428,343779
7840,Buzzing Plug,0.22748,963,716660
7841,Buzzing Bearing,0.15661,691,529224
7842,Humming Display,0.06193,426,278802
7843,Sparking Belting,0.19715,671,636459
7844,High-tech Regulator,0.69545,1716,1954418
7845,Damaged Heat Pipes,0.00671,389,132744
7846,Blackened Belting,0.01959,210,166822
7847,Extraordinary Torquer,0.4567,2885,1322933
7848,Crusty Booster,0.2829,867,863262
7849,Blackened Actuator,0.3232,920,969842
7850,Sparking Crank,0.05616,409,263539
7851,Unusual Seal,0.06434,476,285174
7852,Buzzing Bearing,0.06458,219,285822
7853,Tarnished Gear,0.17813,667,586142
7854,Crusty Board,0.0672,405,292752
7855,Tarnished Radiator,0.06972,442,299415
7856,Water-stained Bearing,0.04871,211,243833
7857,Greasy Booster,0.27504,685,842460
7858,Buzzing Storage Unit,0.26415,719,813657
7859,Experimental Hydraulics,0.52056,1573,1491836
7860,Repurposed Board,0.2813,636,859006
7861,Bent Circuits,0.15183,660,516570
7862,High-tech Hydraulics,0.46589,2271,1347245
7863,Tarnished Pump,0.06047,321,274951
7864,Pitted Board,0.06281,232,281131
7865,Intricate Regulator,0.95303,2960,2635704
7866,Bent Plating,0.05257,339,254052
7867,Pitted Heat Pipes,0.01126,284,144783
7868,Water-stained Board,0.02803,366,189145
7869,Advanced Pneumatics,0.88814,2947,2464065
7870,Humming Circuits,0.02733,284,187286
7871,Experimental Accelerometer,0.82527,1831,2297785
7872,Oily Display,0.29373,620,891898
7873,Repurposed Casing,0.14976,1089,511115
7874,Buzzing Plug,0.00609,334,131098
7875,Repurposed Plating,0.06591,477,289318
7876,Intact Regulator,0.87888,2309,2439569
7877,Advanced Gyroscope,0.50182,2638,1442280
7878,Water-stained Belt,0.0264,261,184830
7879,Water-stained Seal,0.13602,886,474762
7880,Intact Gyroscope,0.88628,2713,2459146
7881,Weathered Pinion,0.22298,625,704768
7882,Advanced Pneumatics,0.46682,1967,1349692
7883,Corroded Storage Unit,0.1442,899,496405
7884,Dirty Chip,0.14938,637,510108
7885,Water-stained Crank,0.01935,331,166172
7886,Chewed Circuits,0.01456,256,153520
7887,Humming Casing,0.22243,829,703308
7888,Weathered Sprockets,0.06435,442,285210
7889,Unusual Sensor,0.05751,221,267104
7890,Dirty Plug,0.0643,207,285056
7891,Intricate Torquer,0.8886,1400,2465288
7892,Tarnished Sprockets,0.05474,259,259772
7893,Corroded Plug,0.04375,229,230724
7894,Experimental Hydraulics,0.48634,1424,1401331
7895,Damaged Ballute,0.05633,210,263994
7896,Water-stained Pistons,0.01437,461,153016
7897,Damaged Casing,0.0479,319,241704
7898,Greasy Heat Pipes,0.07112,293,303111
7899,Odd Bearing,0.07451,466,312064
7900,Odd Tank,0.01273,342,148669
7901,Oily Pistons,0.24104,641,752520
7902,Blackened Connector,0.13704,913,477473
7903,Damaged Booster,0.02365,206,177561
7904,Buzzing Belt,0.04,361,220786
7905,Greasy Ballute,0.29899,765,905813
7906,Tarnished Actuator,0.02847,350,190298
7907,Humming Belt,0.05858,422,269952
7908,Dirty Booster,0.02035,267,168833
7909,Water-stained Circuits,0.26985,896,828729
7910,Humming Belt,0.02774,401,188368
7911,Oily Board,0.04938,452,245596
7912,Bent Radiator,0.14276,1052,492602
7913,Chewed Pistons,0.03651,406,211554
7914,Bent Valves,0.30556,926,923193
7915,Sparking Reservoir,0.27709,696,847874
7916,Pitted Belting,0.0627,346,280844
7917,Advanced Accelerometer,0.44936,2544,1303536
7918,Well-preserved Processor,0.70965,2302,1991975
7919,Chewed Sprockets,0.06764,471,293905
7920,Repurposed Heat Pipes,0.08605,477,342603
7921,Tarnished Circuits,0.25708,605,794945
7922,Blackened Compressor,0.13449,844,470712
7923,High-tech Processor,0.72909,1591,2043377
7924,Pitted Display,0.08323,229,335149
7925,Humming Circuits,0.0847,219,339013
7926,Greasy Actuator,0.05344,230,256344
7927,Bent Sprockets,0.24629,709,766406
7928,Damaged Casing,0.08398,247,337131
7929,Extraordinary Hydraulics,0.80389,2877,2241223
7930,Blackened Bearing,0.00333,346,123820
7931,Damaged Plating,0.0668,206,291690
7932,Humming Gear,0.2245,800,708777
7933,Blackened Ballute,0.07558,270,314903
7934,Damaged Tank,0.05319,209,255671
7935,Weathered Booster,0.23684,673,741423
7936,Tarnished Heat Pipes,0.30141,968,912201
7937,Rusty Sensor,0.04158,433,224963
7938,Weathered Sprockets,0.2059,903,659595
7939,Unusual Ballute,0.00046,309,116229
7940,Oily Board,0.06127,336,277061
7941,Repurposed Pistons,0.2215,713,700842
7942,Corroded Compressor,0.31974,1056,960693
7943,Greasy Plating,0.04959,343,246154
7944,Intact Hydraulics,0.65555,1977,1848892
7945,Chewed Sprockets,0.07596,266,315907
7946,Intact Processor,0.6559,2421,1849812
7947,Buzzing Board,0.01496,298,154569
7948,Humming Inlet,0.23483,774,736115
7949,Blackened Plug,0.13966,876,484382
7950,Crusty Actuator,0.05603,212,263186
7951,Rusty Belting,0.02899,470,191668
7952,Tarnished Plug,0.03382,259,204448
7953,High-tech Gyroscope,0.95319,2832,2636114
7954,Well-preserved Pneumatics,0.76568,1657,2140177
7955,Fused Radiator,0.07935,381,324876
7956,Odd Reservoir,0.02612,420,184096
7957,Pitted Plug,0.17427,959,575934
7958,Odd Cylinders,0.01381,464,151525
7959,Bent Circuits,0.0732,456,308620
7960,Oily Pinion,0.05008,405,247459
7961,Bent Pistons,0.06068,362,275496
7962,Sparking Bearing,0.29219,704,887816
7963,Odd Casing,0.01006,358,141615
7964,Crusty Pinion,0.19664,647,635104
7965,Rusty Pump,0.07147,354,304045
7966,Blackened Tank,0.03536,472,208520
7967,Unusual Inlet,0.32499,876,974577
7968,Advanced Processor,0.87583,2002,2431506
7969,Weathered Booster,0.04126,296,224121
7970,Pitted Sensor,0.05816,265,268818
7971,Unusual Circuits,0.2001,712,644257
7972,Corroded Actuator,0.07939,305,324992
7973,Tarnished Compressor,0.04592,468,236450
7974,Sparking Ballute,0.04895,342,244473
7975,Weathered Cog,0.06758,358,293744
7976,Chewed Sensor,0.05023,473,247849
7977,Advanced Pneumatics,0.81095,2897,2259908
7978,Intricate Hydraulics,0.72188,2655,2024327
7979,Intact Regulator,0.64304,1430,1815801
7980,Chewed Bearing,0.04794,257,241808
7981,Buzzing Belt,0.00198,399,120234
7982,Unusual Booster,0.04647,417,237909
7983,Damaged Plug,0.14449,799,497156
7984,Oily Seal,0.06595,262,289445
7985,Unusual Bearing,0.29136,971,885628
7986,Bent Heat Pipes,0.2199,611,696632
7987,Intact Gyroscope,0.88847,1977,2464942
7988,Repurposed Reservoir,0.13722,1058,477941
7989,Chewed Inlet,0.03857,387,217007
7990,Crusty Pinion,0.21314,645,678740
7991,Pitted Cylinders,0.26543,686,817043
7992,Unusual Belt,0.03198,263,199592
7993,Humming Connector,0.08258,300,333409
7994,Buzzing Connector,0.0607,345,275535
7995,Crusty Plug,0.21506,740,683824
7996,Chewed Thruster,0.01832,392,163466
7997,Corroded Actuator,0.0613,247,277123
7998,Pitted Cylinders,0.00045,483,116178
7999,Blackened Radiator,0.32171,918,965905
8000,Repurposed Heat Pipes,0.19519,826,631264
8001,Weathered Inlet,0.14856,1032,507937
8002,Intact Hydraulics,0.79082,2882,2206656
8003,Corroded Ballute,0.00513,333,128568
8004,Weathered Bearing,0.00565,227,129953
8005,Tarnished Plug,0.21499,1053,683627
8006,Advanced Torquer,0.83241,2629,2316657
8007,Greasy Reservoir,0.04537,471,234999
8008,Weathered Cylinders,0.07074,399,302101
8009,Intact Pneumatics,0.70434,2309,1977940
8010,Blackened Circuits,0.00945,423,139983
8011,Chewed Heat Pipes,0.04305,434,228869
8012,Blackened Cylinders,0.28335,655,864443
8013,Advanced Hydraulics,0.82871,1799,2306872
8014,Tarnished Circuits,0.04839,489,242993
8015,Rusty Cog,0.06207,367,279182
8016,Corroded Sprockets,0.01034,202,142350
8017,Unusual Actuator,0.24587,652,765302
8018,Fused Cog,0.22715,1067,715804
8019,Greasy Chip,0.03784,395,215074
8020,Repurposed Belting,0.0735,281,309399
8021,Damaged Inlet,0.03095,390,196852
8022,Crusty Plating,0.26027,835,803398
8023,Unusual Bearing,0.18793,905,612061
8024,Bent Display,0.06358,471,283166
8025,Unusual Actuator,0.03328,202,203021
8026,Rusty Radiator,0.1673,778,557509
8027,Chewed Connector,0.0182,399,163126
8028,Repurposed Thruster,0.03531,356,208400
8029,Intact Torquer,0.81823,2839,2279166
8030,Humming Pistons,0.24032,642,750619
8031,Bent Crank,0.07292,292,307861
8032,Greasy Heat Pipes,0.04061,403,222403
8033,Damaged Seal,0.18753,855,611013
8034,Water-stained Valves,0.02277,201,175231
8035,Water-stained Crank,0.02075,337,169880
8036,Pitted Valves,0.02333,405,176697
8037,Crusty Plating,0.32388,984,971644
8038,Greasy Belting,0.05919,352,271552
8039,Weathered Sensor,0.30114,714,911500
8040,Water-stained Valves,0.31388,921,945179
8041,Chewed Cylinders,0.03713,256,213214
8042,Weathered Seal,0.02388,268,178174
8043,Sparking Board,0.06003,442,273775
8044,Buzzing Valves,0.00323,273,123551
8045,Dirty Valves,0.25828,706,798133
8046,Corroded Thruster,0.02801,423,189076
8047,Damaged Casing,0.02852,311,190438
8048,Humming Belt,0.00218,235,120759
8049,Greasy Belt,0.08474,366,339143
8050,Repurposed Pump,0.05328,291,255923
8051,Blackened Gear,0.14475,649,497866
8052,Intact Processor,0.98586,2645,2722521
8053,Unusual Chip,0.14977,678,511134
8054,Humming Crank,0.02325,200,176502
8055,Pitted Board,0.02748,402,187688
8056,Chewed Inlet,0.04157,434,224957
8057,Odd Sprockets,0.16529,973,552185
8058,Chewed Belt,0.08469,352,339010
8059,Water-stained Crank,0.15056,740,513226
8060,Tarnished Board,0.0619,494,278719
8061,Blackened Inlet,0.0727,242,307297
8062,Fused Chip,0.02592,298,183563
8063,Oily Sensor,0.18293,999,598846
8064,Buzzing Radiator,0.08389,274,336876
8065,Repurposed Circuits,0.01636,337,158264
8066,Dirty Belting,0.00674,446,132829
8067,Chewed Gear,0.23583,858,738760
8068,Greasy Plug,0.28691,835,873860
8069,Water-stained Cog,0.1949,1086,630502
8070,Corroded Belting,0.03902,471,218202
8071,Weathered Valves,0.03194,476,199488
8072,Weathered Sprockets,0.17204,1019,570028
8073,Pitted Display,0.01537,472,155662
8074,Dirty Storage Unit,0.24518,860,763490
8075,Rusty Ballute,0.07344,264,309233
8076,Bent Reservoir,0.26803,740,823908
8077,Repurposed Board,0.17683,784,582703
8078,Crusty Booster,0.13543,1038,473193
8079,Pitted Chip,0.05992,287,273497
8080,Weathered Plug,0.01037,247,142427
8081,Experimental Gyroscope,0.65326,2949,1842835
8082,Oily Radiator,0.32212,865,966982
8083,Blackened Gear,0.01278,454,148807
8084,Oily Compressor,0.06004,378,273790
8085,Blackened Thruster,0.25922,782,800624
8086,High-tech Pneumatics,0.66012,2817,1860962
8087,Buzzing Crank,0.00027,230,115710
8088,Chewed Pistons,0.03279,422,201724
8089,Unusual Valves,0.06982,439,299665
8090,Sparking Chip,0.03517,308,208021
8091,Crusty Seal,0.05632,377,263951
8092,Chewed Seal,0.05334,397,256092
8093,Fused Belting,0.04336,249,229683
8094,Fused Board,0.01246,448,147969
8095,Oily Storage Unit,0.31468,938,947296
8096,Greasy Casing,0.04605,295,236787
8097,Chewed Crank,0.04967,348,246362
8098,Tarnished Display,0.03004,264,194446
8099,Oily Sensor,0.04602,288,236730
8100,Dirty Cylinders,0.02831,498,189878
8101,Corroded Reservoir,0.2232,720,705359
8102,Water-stained Heat Pipes,0.08148,346,330498
8103,Tarnished Plug,0.05402,297,257870
8104,Unusual Casing,0.02282,248,175346
8105,Unusual Bearing,0.24248,635,756343
8106,Oily Booster,0.18302,1045,599081
8107,Damaged Compressor,0.16268,848,545278
8108,Dirty Compressor,0.23441,813,734984
8109,Pitted Ballute,0.06331,420,282449
8110,Unusual Gear,0.06762,238,293853
8111,Oily Board,0.20592,1042,659640
8112,Rusty Inlet,0.05659,431,264669
8113,Buzzing Crank,0.021,212,170542
8114,Intact Accelerometer,0.98829,2501,2728951
8115,Chewed Thruster,0.07953,263,325344
8116,Damaged Compressor,0.02616,273,184180
8117,Crusty Cog,0.0757,234,315217
8118,Intricate Processor,0.64287,2813,1815344
8119,Repurposed Booster,0.28462,778,867791
8120,Buzzing Seal,0.30095,618,910992
8121,Chewed Sprockets,0.08195,489,331757
8122,Dirty Storage Unit,0.03704,202,212968
8123,Unusual Actuator,0.05963,283,272729
8124,Unusual Plating,0.27707,903,847842
8125,Buzzing Ballute,0.16091,901,540602
8126,Greasy Actuator,0.04517,206,234482
8127,Chewed Ballute,0.22337,898,705784
